sample_55,0.086,west gewitter,vor allem im westen sind gewitter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_55_85ms.wav
sample_61,0.050,morgen tief,und morgen morgen morgen morgen wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_61_50ms.wav
sample_64,0.044,wechselhaft auch,auch wechselhaft auch wechselhaft,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_64_43ms.wav
sample_65,0.095,nacht locker,die nacht ist es meist klar,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_65_95ms.wav
sample_70,0.040,nacht kuehl,und es wird es sehr kühl,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_70_40ms.wav
sample_72,0.055,tief kommen,das tief über dem nordmeer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_72_55ms.wav
sample_73,0.076,wechselhaft sonne,die sonne sonne und auch sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_73_76ms.wav
sample_74,0.046,dann sonne,und die sonne zeigt sich auch mal die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_74_45ms.wav
sample_79,0.080,schwach kueste,der wind weht schwach an den küsten auch an den küsten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_79_80ms.wav
sample_81,0.082,schwach nord,der wind weht schwach bis mäßig im norden aus ost,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_81_81ms.wav
sample_83,0.072,sonne wolke,die sonne und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_83_72ms.wav
sample_84,0.055,schwach zeigen-bildschirm,der wind weht schwach bis mäßig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_84_55ms.wav
sample_90,0.051,wetter informieren,und das wetter ändert sich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_90_51ms.wav
sample_90,0.306,morgen dienstag,und nun die wettervorhersage für morgen dienstag den den fünfzehnten märz,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_90_306ms.wav
sample_91,0.062,nur neun,nur nur acht grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_91_62ms.wav
sample_93,0.073,ix west,im westen und westen westen westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_93_73ms.wav
sample_95,0.040,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_95_40ms.wav
sample_99,0.039,bisschen wolke,nur wolken wolken wolken wolken wolken wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_99_39ms.wav
sample_99,0.312,verschwinden sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_99_311ms.wav
sample_100,0.090,bis drei,bis bis drei bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_90ms.wav
sample_100,0.376,zwanzig bis,bis bis bis bis bis bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_376ms.wav
sample_100,0.718,neun zwanzig,und zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_100_717ms.wav
sample_102,0.062,bisschen schnee,schnee schnee schnee schnee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_102_61ms.wav
sample_102,0.344,plus grad,im nordosten sind bis plus drei grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_102_343ms.wav
sample_103,0.045,weiter ix,es wird es auch in den nächsten tagen in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_103_45ms.wav
sample_106,0.040,lieb zuschauer,liebe zuschauer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_106_40ms.wav
sample_108,0.116,samstag sonntag,und samstag am samstag am samstag am samstag am samstag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_108_116ms.wav
sample_109,0.073,kommen nord,die zieht zieht von norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_109_72ms.wav
sample_110,0.052,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_110_51ms.wav
sample_114,0.079,region kommen,von westen zieht sich von westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_114_79ms.wav
sample_114,0.451,bis region,bis bis bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_114_451ms.wav
sample_116,0.048,heute wetter,das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_116_48ms.wav
sample_117,0.057,sued region,im süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_117_57ms.wav
sample_118,0.061,bis vier,bis bis bis bis bis bis bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_118_61ms.wav
sample_118,0.374,zwanzig grad,an der nordsee bis zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_118_374ms.wav
sample_119,0.066,sonne wolke,die sonne und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_119_66ms.wav
sample_119,0.342,sued regen,im süden regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_119_342ms.wav
sample_120,0.096,stark regen,es ist es zum teil kräftig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_120_96ms.wav
sample_123,0.076,wehen region,der wind weht schwach bis mäßig aus,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_123_76ms.wav
sample_124,0.057,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_124_57ms.wav
sample_124,0.357,morgen mittwoch,und mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch mittwoch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_124_357ms.wav
sample_125,0.111,auch ix,dabei auch auch auch in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_125_110ms.wav
sample_127,0.064,ost gewitter,und im osten und osten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_127_64ms.wav
sample_128,0.072,woche kalt,und es wird es dann in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_128_72ms.wav
sample_131,0.102,land region,in der eifel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_131_102ms.wav
sample_131,0.404,tief bisschen,ein tief über dem atlantik und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_131_404ms.wav
sample_134,0.044,schwach maessig,schwacher bis mäßiger wind aus unterschiedlichen richtungen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_134_43ms.wav
sample_141,0.055,sonne spaeter,die sonne zeigt sich die sonne zeigt sich auch die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_141_55ms.wav
sample_142,0.062,nacht regen,in der nacht regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_142_62ms.wav
sample_145,0.071,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_145_70ms.wav
sample_146,0.075,verschwinden sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_146_74ms.wav
sample_150,0.050,nebel sonne,die sonne sonne zeigt sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_150_49ms.wav
sample_153,0.054,viel sonne,viel viel sonnenschein,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_153_54ms.wav
sample_156,0.064,region regen,im übrigen land regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_156_64ms.wav
sample_157,0.086,schwach wehen,schwacher bis mäßiger wind aus ost bis nordwest,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_157_86ms.wav
sample_157,0.381,region unterschied,im übrigen land,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_157_381ms.wav
sample_168,0.033,moeglich regen,im übrigen land kann es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_168_33ms.wav
sample_170,0.052,teil klar,sonst klart es teilweise klar,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_170_51ms.wav
sample_171,0.099,nacht sonst,und in der nacht ist es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_171_99ms.wav
sample_174,0.051,region bisschen,sonst ist es meist sonnig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_174_51ms.wav
sample_175,0.086,west ost,und im westen und westen westen und westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_175_86ms.wav
sample_177,0.016,schoen abend,ihnen wünsche ihnen noch einen schönen abend und machen sie es gut,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_177_15ms.wav
sample_179,0.059,viel sonne,viel viel sonnenschein,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_179_58ms.wav
sample_180,0.070,sechszehn maximal,es sind bis sechzehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_180_69ms.wav
sample_186,0.057,nacht kommen,die nacht nacht von westen von westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_186_56ms.wav
sample_191,0.046,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_191_46ms.wav
sample_193,0.089,verschwinden dann,und dann wird dann auch am am dann wieder auf,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_193_89ms.wav
sample_195,0.069,nur kommen,nur nur nur,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_195_69ms.wav
sample_199,0.096,bis sonne,die sonne bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_199_96ms.wav
sample_203,0.078,wolke teilweise,hier und da wolken wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_203_77ms.wav
sample_207,0.126,besonders freundlich,am freundlichsten ist es recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_207_125ms.wav
sample_207,0.422,samstag nur,am samstag nur nur am samstag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_207_421ms.wav
sample_214,0.077,sonne im-verlauf,die temperaturen die sonne bis zu zwanzig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_214_77ms.wav
sample_219,0.066,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_219_65ms.wav
sample_219,0.398,dienstag zwanzig,am dienstag und dienstag wärmer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_219_398ms.wav
sample_220,0.047,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_220_47ms.wav
sample_225,0.072,nord regen,im norden regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_225_72ms.wav
sample_230,0.079,kommen deutsch,die luft zu uns heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_230_79ms.wav
sample_234,0.088,tief kommen,das tief über dem nordmeer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_234_88ms.wav
sample_234,0.362,land region,in der eifel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_234_361ms.wav
sample_240,0.046,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_240_45ms.wav
sample_241,0.089,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_241_89ms.wav
sample_243,0.058,in-kommend freundlich,der wind ist es freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_243_57ms.wav
sample_246,0.094,wolke suedwest,die wolken wolken wolken und im westen und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_246_94ms.wav
sample_247,0.102,frisch sturm,an der see sturmböen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_247_101ms.wav
sample_247,0.389,meer sturm,im bergland und sturmböen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_247_389ms.wav
sample_248,0.105,nord sturm,an der nordsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_248_104ms.wav
sample_249,0.086,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_249_85ms.wav
sample_252,0.116,sturm koennen,örtlich sind sturmböen möglich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_252_116ms.wav
sample_253,0.076,nord bisschen,im norden bleibt es noch etwas,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_253_76ms.wav
sample_254,0.055,hauptsaechlich sachsen,und in den alpen gibt es vor allem in den mittelgebirgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_254_55ms.wav
sample_255,0.086,region sonne,ansonsten scheint verbreitet die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_255_86ms.wav
sample_257,0.051,wie-aussehen wetter,das wetter ändert sich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_257_51ms.wav
sample_257,0.316,morgen freitag,und nun die wettervorhersage für morgen freitag den elften freitag freitag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_257_315ms.wav
sample_258,0.142,nord wehen,im norden norden frischer wind aus ost,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_258_142ms.wav
sample_259,0.146,sued wechselhaft,im süden süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_259_145ms.wav
sample_260,0.070,kalt regen,es wird es auch wieder regen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_260_69ms.wav
sample_261,0.125,sonne temperatur,die temperaturen temperaturen temperaturen temperaturen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_261_125ms.wav
sample_262,0.140,nacht mitte,und in der nacht in der mitte in der mitte,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_262_140ms.wav
sample_262,0.417,dann region,und dann wird es im westen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_262_417ms.wav
sample_265,0.111,region bis,im norden bis bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_265_111ms.wav
sample_265,0.477,nach mittag,und nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag nachmittag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_265_477ms.wav
sample_266,0.069,regen sonst,sonst regnet es auch noch,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_266_69ms.wav
sample_269,0.075,region mehr,im nordosten wird es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_269_74ms.wav
sample_270,0.092,nacht viel,in der nacht nacht nacht verbreitet nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_270_92ms.wav
sample_273,0.117,maximal achtzehn,der wind achtzehn achtzehn achtzehn achtzehn,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_273_117ms.wav
sample_275,0.069,morgen sonne,und morgen scheint morgen scheint häufig die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_275_69ms.wav
sample_277,0.134,wind nord,der wind wind norden norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_277_134ms.wav
sample_278,0.088,bisschen regen,nur ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_278_87ms.wav
sample_280,0.082,achtzehn grad,im der see achtzehn achtzehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_280_81ms.wav
sample_281,0.054,wetter morgen,und nun die wettervorhersage für morgen morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_281_53ms.wav
sample_285,0.112,kommen tief,die tief über england zieht ein tief,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_285_112ms.wav
sample_287,0.082,sonne fuenf,die temperaturen die sonne bis zu zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_287_81ms.wav
sample_288,0.058,wie-aussehen morgen,und morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_288_58ms.wav
sample_289,0.086,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_289_85ms.wav
sample_290,0.076,viel ruhig,sonst bleibt es herbstwetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_290_76ms.wav
sample_290,0.378,hoch nebel,hier und da bildet sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_290_378ms.wav
sample_306,0.078,kommen maessig,von der wind aus west bis nordwest,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_306_78ms.wav
sample_308,0.109,sonne wolke,die sonne und wolken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_308_109ms.wav
sample_310,0.114,region morgen,am tag morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_310_113ms.wav
sample_310,0.449,kommen sonne,die sonne zeigt sich die sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_310_448ms.wav
sample_311,0.111,dreizehn vier,am tag sechs grad im der ostsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_311_111ms.wav
sample_312,0.029,bleiben trocken,dabei bleibt es trocken,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_312_29ms.wav
sample_317,0.057,ost bisschen,im osten und osten noch noch noch ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_317_56ms.wav
sample_318,0.102,ost wolke,im osten und osten und wolken wolken und osten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_318_102ms.wav
sample_324,0.059,wetter september,und nun die wettervorhersage für morgen montag den siebten juli,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_324_59ms.wav
sample_325,0.100,auch mitte,und auch in der mitte und in mitte mitte auch in mitte,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_325_100ms.wav
sample_328,0.082,regen sued,vor allem im süden regnet es im süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_328_82ms.wav
sample_330,0.059,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_330_59ms.wav
sample_332,0.074,bis grad,bis bis bis bis zu bis zu,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_332_73ms.wav
sample_343,0.039,wahrscheinlich nebel,hier und da bildet sich nebel,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_343_39ms.wav
sample_346,0.133,sued region,im süden süden süden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_346_133ms.wav
sample_346,0.412,gewitter himmel,örtlich sind auch gewitter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_346_412ms.wav
sample_351,0.081,wetter wie-aussehen,das wetter ändert sich das wetter,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_351_81ms.wav
sample_351,0.372,dienstag samstag,und samstag und samstag samstag am samstag samstag samstag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_351_372ms.wav
sample_353,0.063,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_353_62ms.wav
sample_356,0.081,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_356_81ms.wav
sample_357,0.063,sued freitag,und freitag freitag freitag freitag freitag freitag und freitag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_357_63ms.wav
sample_358,0.062,wie-immer mehr,und es wird es dann wieder wieder milder,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_358_61ms.wav
sample_359,0.150,nacht plus,und der nacht nacht nacht bis bis plus,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_359_150ms.wav
sample_359,0.433,fluss eins,am oberrhein und ein grad am oberrhein und ein grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_359_433ms.wav
sample_360,0.066,sued freundlich,im süden ist es recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_360_66ms.wav
sample_365,0.101,wind nord,der wind wind norden norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_365_101ms.wav
sample_370,0.049,heute nacht,und es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_370_49ms.wav
sample_374,0.060,kommen bisschen,die luft zu uns ein bisschen ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_374_59ms.wav
sample_379,0.027,schoen abend,ihnen wünsche ihnen noch einen schönen abend und machen sie es gut,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_379_26ms.wav
sample_380,0.055,frisch wolke,der nordsee gibt es stark bewölkt,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_380_54ms.wav
sample_382,0.110,temperatur land,und die temperaturen temperaturen temperaturen temperaturen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_382_110ms.wav
sample_382,0.402,fluss maximal,am oberrhein bis zu spree,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_382_401ms.wav
sample_384,0.083,sonne regen,und da gibt es mal sonne,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_384_83ms.wav
sample_391,0.081,wie-aussehen morgen,und morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen morgen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_391_80ms.wav
sample_392,0.074,grad auch,aber auch in den nächsten tagen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_392_74ms.wav
sample_395,0.079,bis grad,bis bis bis bis zu bis zu,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_395_78ms.wav
sample_397,0.095,bisschen schnee,schnee schnee schnee schnee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_397_94ms.wav
sample_401,0.098,nacht nord,die nacht nacht in der nacht in der nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_401_97ms.wav
sample_404,0.069,nacht nord,die nacht nacht in der nacht in der nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_404_68ms.wav
sample_404,0.359,elf grad,am tag elf grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_404_358ms.wav
sample_405,0.128,nebel zehn,wo es nebel zehn zehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_405_127ms.wav
sample_406,0.050,nordwest regen,im nordwesten und nordwesten regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_406_49ms.wav
sample_409,0.095,schnee dabei,dabei ist schnee schnee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_409_94ms.wav
sample_410,0.098,nord ix,im norden norden noch an der nordsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_410_97ms.wav
sample_412,0.071,sued regen,im süden regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_412_70ms.wav
sample_414,0.066,schwach maessig,schwacher bis mäßiger wind aus unterschiedlichen richtungen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_414_66ms.wav
sample_415,0.166,wolke nordwest,später wolken und nordwesten wolken wolken und nordwesten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_415_166ms.wav
sample_416,0.101,nord stern,und norden norden bleibt es noch norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_416_101ms.wav
sample_420,0.145,region kueste,an den küsten sowie an den küsten,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_420_144ms.wav
sample_421,0.027,abend tschuess,guten abend liebe zuschauer,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_421_27ms.wav
sample_424,0.058,morgen grad,und morgen morgen morgen an der nordsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_424_58ms.wav
sample_426,0.071,nord ix,im norden norden noch an der nordsee,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_426_71ms.wav
sample_427,0.036,region viel,sonst ist es verbreitet freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_427_36ms.wav
sample_429,0.093,sonne zwanzig,und sonne zwanzig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_429_93ms.wav
sample_429,0.355,bis dreissig,dreißig bis dreißig bis dreißig grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_429_354ms.wav
sample_431,0.096,heute sued,und heute heute nacht heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_431_95ms.wav
sample_431,0.374,zehn grad,nur zehn grad zehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_431_374ms.wav
sample_432,0.104,wetter morgen,und nun die wettervorhersage für morgen morgen den sechsten dezember,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_432_104ms.wav
sample_439,0.140,region regen,im übrigen land regnet es,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_439_139ms.wav
sample_445,0.117,bis sonne,die sonne bis bis,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_445_116ms.wav
sample_448,0.090,heute ix,heute nacht gibt es heute nacht,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_448_89ms.wav
sample_448,0.372,bisschen regen,nur ein paar tropfen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_448_372ms.wav
sample_454,0.104,wetter sonntag,und sonntag sonntag sonntag,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_454_103ms.wav
sample_455,0.041,teil regen,hier und da regen regen,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_455_41ms.wav
sample_458,0.082,achtzehn grad,im der see achtzehn grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_458_81ms.wav
sample_460,0.069,bleiben wechselhaft,es bleibt es wechselhaft,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_460_69ms.wav
sample_462,0.102,nord freundlich,im norden bleibt es recht freundlich,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_462_102ms.wav
sample_465,0.107,teil nord,vor allem im norden,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_465_107ms.wav
sample_466,0.141,sturm kommen,von der wind,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_466_140ms.wav
sample_468,0.067,wechselhaft trocken,dabei bleibt es wechselhaft,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_468_67ms.wav
sample_469,0.059,schwach frisch,der wind weht schwach bis mäßig,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_469_59ms.wav
sample_470,0.128,heute grad,heute nacht nur acht grad,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_470_128ms.wav
sample_470,0.414,bayern zeigen-bildschirm,heute nacht in den mittelgebirgen und in bayern,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_470_414ms.wav
sample_471,0.067,bis grad,bis bis bis bis zu bis zu,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_471_66ms.wav
sample_473,0.024,gut abend,liebe zuschauer guten abend,D:\Graduate Project\F\results_streaming\tts_outputs_streaming/sample_473_23ms.wav
